date,mktrf,smb,hml,rf,year,month,umd,dateff
19970301,-0.050200,-0.004000,0.034300,0.00430,1997,3,0.009600,19970331
19970401,0.040400,-0.057200,0.000200,0.00430,1997,4,0.049200,19970430
19970501,0.067400,0.051300,-0.040800,0.00490,1997,5,-0.051600,19970530
19970601,0.041000,0.012000,0.015400,0.00370,1997,6,0.026200,19970630
19970701,0.073300,-0.027300,0.003200,0.00430,1997,7,0.038100,19970731
19970801,-0.041500,0.073200,0.011600,0.00410,1997,8,-0.025500,19970829
19970901,0.053500,0.025400,0.002700,0.00440,1997,9,0.014500,19970930
19971001,-0.038000,-0.007900,0.023100,0.00420,1997,10,-0.003800,19971031
19971101,0.029800,-0.051400,0.012400,0.00390,1997,11,0.002900,19971128
19971201,0.013200,-0.027000,0.041000,0.00480,1997,12,0.039500,19971231
19980101,0.001500,-0.010200,-0.016400,0.00430,1998,1,0.001100,19980130
19980201,0.070400,0.002100,-0.005900,0.00390,1998,2,-0.011500,19980227
19980301,0.047600,-0.011700,0.014600,0.00390,1998,3,0.021500,19980331
19980401,0.007300,0.000300,0.009600,0.00430,1998,4,0.007800,19980430
19980501,-0.030700,-0.033900,0.033500,0.00400,1998,5,0.018800,19980529
19980601,0.031800,-0.033500,-0.018700,0.00410,1998,6,0.072600,19980630
19980701,-0.024600,-0.049200,-0.016200,0.00400,1998,7,0.036800,19980731
19980801,-0.160800,-0.056500,0.036800,0.00430,1998,8,0.018800,19980831
19980901,0.061500,0.000800,-0.033900,0.00460,1998,9,-0.007100,19980930
19981001,0.071300,-0.031400,-0.023000,0.00320,1998,10,-0.053600,19981030
19981101,0.061000,0.012000,-0.032100,0.00310,1998,11,0.011600,19981130
19981201,0.061600,-0.005400,-0.041400,0.00380,1998,12,0.089900,19981231
19990101,0.035000,0.007800,-0.049500,0.00350,1999,1,0.030400,19990129
19990201,-0.040800,-0.060800,0.018900,0.00350,1999,2,-0.001600,19990226
19990301,0.034500,-0.037500,-0.027800,0.00430,1999,3,-0.012900,19990331
19990401,0.043300,0.039900,0.023800,0.00370,1999,4,-0.090600,19990430
19990501,-0.024600,0.033600,0.024000,0.00340,1999,5,-0.052800,19990528
19990601,0.047700,0.031100,-0.036000,0.00400,1999,6,0.048800,19990630
19990701,-0.034900,0.025800,-0.003800,0.00380,1999,7,0.015100,19990730
19990801,-0.013800,-0.009800,-0.016700,0.00390,1999,8,0.029200,19990831
19990901,-0.027900,0.033900,-0.035400,0.00390,1999,9,0.064600,19990930
19991001,0.061200,-0.067000,-0.033000,0.00390,1999,10,0.054700,19991029
19991101,0.033700,0.071100,-0.061200,0.00360,1999,11,0.056200,19991130
19991201,0.077200,0.070200,-0.083900,0.00440,1999,12,0.131900,19991231
20000101,-0.047400,0.056200,-0.014600,0.00410,2000,1,0.018600,20000131
20000201,0.024500,0.211300,-0.090500,0.00430,2000,2,0.183600,20000229
20000301,0.052000,-0.167200,0.074900,0.00470,2000,3,-0.063900,20000331
20000401,-0.064000,-0.070400,0.076800,0.00460,2000,4,-0.085700,20000428
20000501,-0.044200,-0.062100,0.049100,0.00500,2000,5,-0.090800,20000531
20000601,0.046400,0.126000,-0.081900,0.00400,2000,6,0.165900,20000630
20000701,-0.025100,-0.031000,0.083800,0.00480,2000,7,-0.001100,20000731
20000801,0.070300,-0.006800,-0.014600,0.00500,2000,8,0.057000,20000831
20000901,-0.054500,-0.018900,0.073000,0.00510,2000,9,0.022000,20000929
20001001,-0.027600,-0.038000,0.056900,0.00560,2000,10,-0.046300,20001031
20001101,-0.107200,-0.034700,0.125500,0.00510,2000,11,-0.024000,20001130
20001201,0.011900,0.007200,0.075700,0.00500,2000,12,0.067000,20001229
20010101,0.031300,0.067400,-0.052800,0.00540,2001,1,-0.250500,20010131
20010201,-0.100500,-0.008200,0.126000,0.00380,2001,2,0.125100,20010228
20010301,-0.072600,0.001700,0.065200,0.00420,2001,3,0.083500,20010330
20010401,0.079400,0.005900,-0.047400,0.00390,2001,4,-0.079700,20010430
20010501,0.007200,0.025200,0.033800,0.00320,2001,5,0.021200,20010531
20010601,-0.019400,0.062400,-0.012000,0.00280,2001,6,0.003400,20010629
20010701,-0.021300,-0.044500,0.056000,0.00300,2001,7,0.054700,20010731
20010801,-0.064600,0.024000,0.025200,0.00310,2001,8,0.055400,20010831
20010901,-0.092500,-0.063300,0.017200,0.00280,2001,9,0.115400,20010928
20011001,0.024600,0.076800,-0.079400,0.00220,2001,10,-0.084100,20011031
20011101,0.075400,-0.003400,0.019100,0.00170,2001,11,-0.085800,20011130
20011201,0.016100,0.046100,0.012000,0.00150,2001,12,-0.000200,20011231
20020101,-0.014400,0.010900,0.034800,0.00140,2002,1,0.036800,20020131
20020201,-0.022900,-0.011300,0.024600,0.00130,2002,2,0.067700,20020228
20020301,0.042400,0.042100,0.009700,0.00130,2002,3,-0.016700,20020328
20020401,-0.052000,0.058200,0.041500,0.00150,2002,4,0.079500,20020430
20020501,-0.013800,-0.032800,0.016400,0.00140,2002,5,0.029700,20020531
20020601,-0.072100,0.042100,0.000300,0.00130,2002,6,0.061500,20020628
20020701,-0.081800,-0.052400,-0.035100,0.00150,2002,7,0.033400,20020731
20020801,0.005000,-0.029300,0.032000,0.00140,2002,8,0.017600,20020830
20020901,-0.103500,0.023600,0.016800,0.00140,2002,9,0.090900,20020930
20021001,0.078400,-0.034400,-0.041400,0.00140,2002,10,-0.053100,20021031
20021101,0.059600,0.032400,-0.015300,0.00120,2002,11,-0.161900,20021129
20021201,-0.057600,-0.000200,0.023800,0.00110,2002,12,0.096400,20021231
20030101,-0.025700,0.013200,-0.007500,0.00100,2003,1,0.016000,20030131
20030201,-0.018800,-0.004500,-0.012800,0.00090,2003,2,0.012500,20030228
20030301,0.010900,0.009000,-0.021000,0.00100,2003,3,0.016000,20030331
20030401,0.082200,0.006700,0.008800,0.00100,2003,4,-0.094900,20030430
20030501,0.060500,0.044800,0.000100,0.00090,2003,5,-0.108500,20030530
20030601,0.014200,0.018000,0.003800,0.00100,2003,6,-0.010900,20030630
20030701,0.023500,0.052200,-0.010600,0.00070,2003,7,-0.003100,20030731
20030801,0.023400,0.026900,0.015800,0.00070,2003,8,-0.005500,20030829
20030901,-0.012400,0.007000,0.000800,0.00080,2003,9,-0.001900,20030930
20031001,0.060800,0.026400,0.018300,0.00070,2003,10,0.037300,20031031
20031101,0.013500,0.020000,0.018100,0.00070,2003,11,0.016300,20031128
20031201,0.042900,-0.027600,0.016100,0.00080,2003,12,-0.056900,20031231
20040101,0.021500,0.025200,0.024900,0.00070,2004,1,0.025900,20040130
20040201,0.014000,-0.015600,0.008600,0.00060,2004,2,-0.010700,20040227
20040301,-0.013200,0.017500,0.002500,0.00090,2004,3,0.002200,20040331
20040401,-0.018300,-0.017300,-0.030400,0.00080,2004,4,-0.053700,20040430
20040501,0.011700,-0.002400,-0.002700,0.00060,2004,5,0.015900,20040528
20040601,0.018600,0.022600,0.012200,0.00080,2004,6,0.020900,20040630
20040701,-0.040600,-0.038300,0.033600,0.00100,2004,7,-0.022800,20040730
20040801,0.000800,-0.015500,0.010100,0.00110,2004,8,-0.015800,20040831
20040901,0.016000,0.030000,-0.000500,0.00110,2004,9,0.052500,20040930
20041001,0.014300,0.001100,-0.003200,0.00110,2004,10,-0.015200,20041029
20041101,0.045400,0.037300,0.014700,0.00150,2004,11,0.032300,20041130
20041201,0.034300,-0.001000,-0.001300,0.00160,2004,12,-0.028300,20041231
20050101,-0.027600,-0.016900,0.020900,0.00160,2005,1,0.031900,20050131
20050201,0.018900,-0.005300,0.016000,0.00160,2005,2,0.031800,20050228
20050301,-0.019700,-0.013600,0.021400,0.00210,2005,3,0.005500,20050331
20050401,-0.026100,-0.039700,0.000200,0.00210,2005,4,-0.008500,20050429
20050501,0.036500,0.027800,-0.006100,0.00240,2005,5,0.004300,20050531
20050601,0.005700,0.025200,0.028400,0.00230,2005,6,0.020600,20050630
20050701,0.039200,0.028900,-0.008500,0.00240,2005,7,-0.000300,20050729
20050801,-0.012200,-0.009500,0.012400,0.00300,2005,8,0.022700,20050831
20050901,0.004900,-0.006100,0.007600,0.00290,2005,9,0.034500,20050930
20051001,-0.020200,-0.012300,0.003600,0.00270,2005,10,-0.013000,20051031
20051101,0.036100,0.009900,-0.012100,0.00310,2005,11,0.002700,20051130
20051201,-0.002500,-0.004600,0.002500,0.00320,2005,12,0.007600,20051230
20060101,0.030400,0.054300,0.009000,0.00350,2006,1,0.026800,20060131
20060201,-0.003000,-0.004100,-0.003100,0.00340,2006,2,-0.018400,20060228
20060301,0.014600,0.034600,0.005600,0.00370,2006,3,0.012600,20060331
20060401,0.007300,-0.014300,0.023900,0.00360,2006,4,0.006100,20060428
20060501,-0.035700,-0.031000,0.024700,0.00430,2006,5,-0.036500,20060531
20060601,-0.003500,-0.003500,0.009300,0.00400,2006,6,0.014700,20060630
20060701,-0.007800,-0.040000,0.026100,0.00400,2006,7,-0.022200,20060731
20060801,0.020300,0.010500,-0.019700,0.00420,2006,8,-0.034600,20060831
20060901,0.018400,-0.012900,0.000700,0.00410,2006,9,-0.009500,20060929
20061001,0.032300,0.016900,-0.002700,0.00410,2006,10,-0.002400,20061031
20061101,0.017100,0.007800,0.000600,0.00420,2006,11,-0.010100,20061130
20061201,0.008700,-0.011300,0.027000,0.00400,2006,12,0.008400,20061229
20070101,0.014000,0.001700,-0.006800,0.00440,2007,1,0.001800,20070131
20070201,-0.019600,0.013100,-0.001500,0.00380,2007,2,-0.013600,20070228
20070301,0.006800,0.001000,-0.008100,0.00430,2007,3,0.025000,20070330
20070401,0.034900,-0.021700,-0.014000,0.00440,2007,4,-0.001500,20070430
20070501,0.032400,0.002600,-0.006300,0.00410,2007,5,-0.002700,20070531
20070601,-0.019600,0.007600,-0.011000,0.00400,2007,6,0.003900,20070629
20070701,-0.037300,-0.024600,-0.036000,0.00400,2007,7,0.028100,20070731
20070801,0.009200,-0.001700,-0.019800,0.00420,2007,8,0.001000,20070831
20070901,0.032200,-0.022600,-0.022400,0.00320,2007,9,0.045700,20070928
20071001,0.018000,0.002000,-0.027600,0.00320,2007,10,0.048800,20071031
20071101,-0.048300,-0.027700,-0.010900,0.00340,2007,11,0.009000,20071130
20071201,-0.008700,0.001200,-0.005700,0.00270,2007,12,0.065400,20071231
20080101,-0.063600,-0.008700,0.037500,0.00210,2008,1,-0.078800,20080131
20080201,-0.030900,-0.003500,-0.007100,0.00130,2008,2,0.061100,20080229
20080301,-0.009300,0.007900,0.000900,0.00170,2008,3,0.041000,20080331
20080401,0.046000,-0.016000,-0.009800,0.00180,2008,4,-0.003300,20080430
20080501,0.018600,0.030500,-0.013600,0.00180,2008,5,0.032100,20080530
20080601,-0.084400,0.011300,-0.026600,0.00170,2008,6,0.125400,20080630
20080701,-0.007700,0.024500,0.054300,0.00150,2008,7,-0.051300,20080731
20080801,0.015300,0.035300,0.015400,0.00130,2008,8,-0.040300,20080829
20080901,-0.092400,-0.012100,0.062700,0.00150,2008,9,0.003600,20080930
20081001,-0.172300,-0.025200,-0.022900,0.00080,2008,10,0.077900,20081031
20081101,-0.078600,-0.028700,-0.060400,0.00030,2008,11,0.071700,20081128
20081201,0.017400,0.035600,0.000800,0.00000,2008,12,-0.050700,20081231
20090101,-0.081200,0.003600,-0.110600,0.00000,2009,1,-0.018200,20090130
20090201,-0.101000,0.001800,-0.067600,0.00010,2009,2,0.040300,20090227
20090301,0.089500,-0.000300,0.032900,0.00020,2009,3,-0.116100,20090331
20090401,0.101800,0.051500,0.048600,0.00010,2009,4,-0.343900,20090430
20090501,0.052100,-0.025800,0.003700,0.00000,2009,5,-0.124700,20090529
20090601,0.004300,0.025700,-0.025800,0.00010,2009,6,0.053000,20090630
20090701,0.077200,0.018800,0.049600,0.00010,2009,7,-0.053700,20090731
20090801,0.033300,-0.011200,0.075900,0.00010,2009,8,-0.088200,20090831
20090901,0.040800,0.024100,0.008700,0.00010,2009,9,-0.049500,20090930
20091001,-0.025900,-0.041800,-0.040400,0.00000,2009,10,0.026600,20091030
20091101,0.055600,-0.024800,-0.002900,0.00000,2009,11,0.003300,20091130
20091201,0.027500,0.061200,-0.001100,0.00010,2009,12,0.029100,20091231
20100101,-0.033600,0.003700,0.002900,0.00000,2010,1,-0.053600,20100129
20100201,0.034000,0.011900,0.031800,0.00000,2010,2,0.036300,20100226
20100301,0.063100,0.014300,0.021600,0.00010,2010,3,0.037100,20100331
20100401,0.020000,0.048600,0.029300,0.00010,2010,4,0.032100,20100430
20100501,-0.078900,0.001500,-0.024000,0.00010,2010,5,-0.001700,20100528
20100601,-0.055700,-0.018400,-0.045200,0.00010,2010,6,-0.029900,20100630
20100701,0.069300,0.001700,-0.003300,0.00010,2010,7,0.019000,20100730
20100801,-0.047700,-0.030300,-0.019100,0.00010,2010,8,-0.001800,20100831
20100901,0.095400,0.039400,-0.032700,0.00010,2010,9,0.013500,20100930
20101001,0.038800,0.010400,-0.025100,0.00010,2010,10,0.016600,20101029
20101101,0.006000,0.037700,-0.010200,0.00010,2010,11,0.025400,20101130
20101201,0.068200,0.006900,0.036700,0.00010,2010,12,-0.031800,20101231
20110101,0.019900,-0.025200,0.007500,0.00010,2011,1,-0.002900,20110131
20110201,0.034900,0.015300,0.013600,0.00010,2011,2,0.020800,20110228
20110301,0.004600,0.025900,-0.017200,0.00010,2011,3,0.035200,20110331
20110401,0.029000,-0.003800,-0.024500,0.00000,2011,4,0.000600,20110429
20110501,-0.012700,-0.005700,-0.021600,0.00000,2011,5,-0.005700,20110531
20110601,-0.017500,-0.001300,-0.004800,0.00000,2011,6,0.017700,20110630
20110701,-0.023500,-0.014000,-0.008300,0.00000,2011,7,-0.000100,20110729
20110801,-0.059900,-0.030800,-0.024200,0.00010,2011,8,-0.003400,20110831
20110901,-0.075900,-0.033700,-0.016300,0.00000,2011,9,-0.025200,20110930
20111001,0.113500,0.033600,0.001300,0.00000,2011,10,-0.014400,20111031
20111101,-0.002800,-0.001300,-0.003300,0.00000,2011,11,0.040100,20111130
20111201,0.007400,-0.006300,0.017300,0.00000,2011,12,0.019800,20111230
20120101,0.050500,0.020700,-0.009900,0.00000,2012,1,-0.079400,20120131
20120201,0.044200,-0.018300,0.003200,0.00000,2012,2,-0.002800,20120229
20120301,0.031100,-0.007100,0.011900,0.00000,2012,3,0.015100,20120330
20120401,-0.008500,-0.003700,-0.008000,0.00000,2012,4,0.038300,20120430
20120501,-0.061900,0.000900,-0.007800,0.00010,2012,5,0.066300,20120531
20120601,0.038900,0.007800,0.006300,0.00000,2012,6,-0.007600,20120629
20120701,0.007900,-0.026200,-0.000700,0.00000,2012,7,0.031000,20120731
20120801,0.025500,0.004200,0.012100,0.00010,2012,8,-0.024700,20120831
20120901,0.027300,0.004900,0.015300,0.00010,2012,9,-0.010600,20120928
20121001,-0.017600,-0.011300,0.036800,0.00010,2012,10,0.000800,20121031
20121101,0.007800,0.005400,-0.009400,0.00010,2012,11,0.004000,20121130
20121201,0.011800,0.014500,0.035200,0.00010,2012,12,-0.029500,20121231
20130101,0.055700,0.003600,0.009100,0.00000,2013,1,-0.019000,20130131
20130201,0.012900,-0.004100,0.000700,0.00000,2013,2,0.013100,20130228
20130301,0.040300,0.007500,-0.002000,0.00000,2013,3,0.019600,20130328
20130401,0.015500,-0.024200,0.005500,0.00000,2013,4,0.002700,20130430
20130501,0.028000,0.016200,0.026500,0.00000,2013,5,-0.017400,20130531
20130601,-0.012000,0.011500,-0.000200,0.00000,2013,6,0.005800,20130628
20130701,0.056500,0.018700,0.005800,0.00000,2013,7,0.017800,20130731
20130801,-0.027100,0.003000,-0.026700,0.00000,2013,8,0.000200,20130830
20130901,0.037700,0.028900,-0.011900,0.00000,2013,9,0.029600,20130930
20131001,0.041800,-0.015300,0.012000,0.00000,2013,10,0.001700,20131031
20131101,0.031300,0.011800,0.003100,0.00000,2013,11,0.004400,20131129
20131201,0.028100,-0.005800,-0.000500,0.00000,2013,12,0.000700,20131231
20140101,-0.033200,0.008700,-0.020200,0.00000,2014,1,0.017400,20140131
20140201,0.046500,0.003100,-0.003700,0.00000,2014,2,0.020500,20140228
20140301,0.004300,-0.018500,0.049100,0.00000,2014,3,-0.033800,20140331
20140401,-0.001900,-0.042100,0.011100,0.00000,2014,4,-0.037700,20140430
20140501,0.020600,-0.019100,-0.001200,0.00000,2014,5,0.012100,20140530
20140601,0.026100,0.030800,-0.006800,0.00000,2014,6,0.007400,20140630
20140701,-0.020400,-0.042600,-0.000200,0.00000,2014,7,-0.002400,20140731
20140801,0.042400,0.003800,-0.005800,0.00000,2014,8,0.007900,20140829
20140901,-0.019700,-0.037800,-0.013100,0.00000,2014,9,0.004400,20140930
20141001,0.025200,0.042800,-0.018200,0.00000,2014,10,-0.000400,20141031
20141101,0.025500,-0.020900,-0.028700,0.00000,2014,11,0.010600,20141128
20141201,-0.000600,0.025200,0.021800,0.00000,2014,12,0.010900,20141231
20150101,-0.031100,-0.005600,-0.035000,0.00000,2015,1,0.038100,20150130
20150201,0.061400,0.005300,-0.018900,0.00000,2015,2,-0.028300,20150227
20150301,-0.011200,0.030200,-0.004300,0.00000,2015,3,0.030000,20150331
20150401,0.005900,-0.030100,0.018400,0.00000,2015,4,-0.073200,20150430
20150501,0.013600,0.009300,-0.011900,0.00000,2015,5,0.060300,20150529
20150601,-0.015300,0.028400,-0.007600,0.00000,2015,6,0.030700,20150630
20150701,0.015400,-0.040900,-0.041900,0.00000,2015,7,0.102900,20150731
20150801,-0.060400,0.004700,0.026300,0.00000,2015,8,-0.020900,20150831
20150901,-0.030700,-0.026100,0.005100,0.00000,2015,9,0.053500,20150930
20151001,0.077500,-0.019900,-0.002100,0.00000,2015,10,-0.040300,20151030
20151101,0.005600,0.036700,-0.005300,0.00000,2015,11,0.022100,20151130
20151201,-0.021700,-0.028400,-0.025200,0.00010,2015,12,0.034100,20151231
20160101,-0.057700,-0.033400,0.019800,0.00010,2016,1,0.013400,20160129
20160201,-0.000800,0.008400,-0.005600,0.00020,2016,2,-0.040600,20160229
20160301,0.069600,0.008300,0.010600,0.00020,2016,3,-0.051300,20160331
20160401,0.009200,0.006700,0.033000,0.00010,2016,4,-0.062600,20160429
20160501,0.017800,-0.002600,-0.017200,0.00010,2016,5,0.021400,20160531
20160601,-0.000500,0.006500,-0.014600,0.00020,2016,6,0.041100,20160630
20160701,0.039500,0.026200,-0.012300,0.00020,2016,7,-0.030800,20160729
20160801,0.005000,0.011600,0.032400,0.00020,2016,8,-0.031700,20160831
20160901,0.002500,0.020300,-0.012000,0.00020,2016,9,-0.005300,20160930
20161001,-0.020200,-0.044200,0.040400,0.00020,2016,10,0.006900,20161031
20161101,0.048600,0.054600,0.081500,0.00010,2016,11,-0.040700,20161130
20161201,0.018100,0.001100,0.034900,0.00030,2016,12,-0.003800,20161230
20170101,0.019400,-0.010400,-0.027700,0.00040,2017,1,-0.009800,20170131
20170201,0.035700,-0.019900,-0.017800,0.00040,2017,2,-0.016300,20170228
20170301,0.001700,0.011600,-0.032500,0.00030,2017,3,-0.009200,20170331
20170401,0.010900,0.007100,-0.020500,0.00050,2017,4,0.004400,20170428
20170501,0.010600,-0.025900,-0.036900,0.00060,2017,5,0.014600,20170531
20170601,0.007800,0.021500,0.014300,0.00060,2017,6,-0.003200,20170630
20170701,0.018700,-0.014700,-0.003300,0.00070,2017,7,0.016600,20170731
20170801,0.001600,-0.016000,-0.023000,0.00090,2017,8,0.035500,20170831
20170901,0.025100,0.044700,0.031100,0.00090,2017,9,-0.011800,20170929
20171001,0.022500,-0.019400,0.000700,0.00090,2017,10,0.043000,20171031
20171101,0.031200,-0.005900,-0.000600,0.00080,2017,11,-0.007100,20171130
20171201,0.010600,-0.013100,0.002700,0.00090,2017,12,-0.016300,20171229
20180101,0.055800,-0.031000,-0.012400,0.00110,2018,1,0.039400,20180131
20180201,-0.036500,0.003000,-0.010200,0.00110,2018,2,0.039700,20180228
20180301,-0.023500,0.040500,-0.001400,0.00120,2018,3,-0.012800,20180329
20180401,0.002900,0.011400,0.004600,0.00140,2018,4,0.002700,20180430
20180501,0.026500,0.052800,-0.031500,0.00140,2018,5,0.038000,20180531
20180601,0.004800,0.011800,-0.022700,0.00140,2018,6,-0.023800,20180629
20180701,0.031900,-0.022100,0.005800,0.00160,2018,7,-0.016700,20180731
20180801,0.034400,0.010800,-0.038700,0.00160,2018,8,0.052200,20180831
20180901,0.000600,-0.022400,-0.017000,0.00150,2018,9,-0.000600,20180928
20181001,-0.076800,-0.049100,0.036200,0.00190,2018,10,-0.018100,20181031
20181101,0.016900,-0.006900,0.002000,0.00180,2018,11,-0.013300,20181130
20181201,-0.095500,-0.025400,-0.018800,0.00190,2018,12,0.018500,20181231
20190101,0.084100,0.029400,-0.005600,0.00210,2019,1,-0.086500,20190131
20190201,0.034000,0.021000,-0.027200,0.00180,2019,2,0.008600,20190228
20190301,0.011000,-0.030600,-0.042000,0.00190,2019,3,0.021400,20190329
20190401,0.039600,-0.017700,0.020000,0.00210,2019,4,-0.025500,20190430
20190501,-0.069400,-0.012500,-0.021500,0.00210,2019,5,0.076000,20190531
20190601,0.069300,0.002000,-0.008200,0.00180,2019,6,-0.021400,20190628
20190701,0.011900,-0.020600,0.003000,0.00190,2019,7,0.027200,20190731
20190801,-0.025800,-0.024300,-0.049300,0.00160,2019,8,0.076600,20190830
20190901,0.014300,-0.009900,0.067800,0.00180,2019,9,-0.068500,20190930
20191001,0.020600,0.002700,-0.020900,0.00150,2019,10,0.002900,20191031
20191101,0.038700,0.008500,-0.018700,0.00120,2019,11,-0.026000,20191129
20191201,0.027700,0.007100,0.019300,0.00140,2019,12,-0.022700,20191231
20200101,-0.001100,-0.030900,-0.063000,0.00130,2020,1,0.054300,20200131
20200201,-0.081300,0.010000,-0.039600,0.00120,2020,2,-0.002300,20200228
20200301,-0.133800,-0.051000,-0.141100,0.00120,2020,3,0.085500,20200331
20200401,0.136500,0.027500,-0.013500,0.00000,2020,4,-0.054900,20200430
20200501,0.055800,0.024700,-0.049500,0.00010,2020,5,0.006700,20200529
20200601,0.024600,0.027000,-0.022200,0.00010,2020,6,-0.007600,20200630
20200701,0.057700,-0.021800,-0.013100,0.00010,2020,7,0.076100,20200731
20200801,0.076300,-0.002600,-0.029500,0.00010,2020,8,0.005100,20200831
20200901,-0.036300,0.000600,-0.025600,0.00010,2020,9,0.030500,20200930
20201001,-0.021000,0.044400,0.038800,0.00010,2020,10,-0.031000,20201030
